framework_code,framework_name,framework_publisher,jurisdiction_code,jurisdiction_scope,country_code,effective_from,is_mandatory,source_url,control_id,control_name,control_description,control_category,obligation_family,mandatory_records,source_section,retrieved_date,status,notes,industry_scope
NSW_MEP_2022,NSW Mandatory Ethical Principles for the Use of AI,NSW Government Department of Customer Service,AU-NSW,state,AU,2022-07-01,true,https://www.digital.nsw.gov.au/policy/artificial-intelligence/mandatory-ethical-principles-for-the-use-of-ai-in-nsw-government,NSW_MEP.COMMUNITY_BENEFIT,Community benefit as guiding ethical principle,NSW Government use of AI must deliver community benefit — agencies must articulate the public-value rationale before deploying AI.,Community benefit,impact_assessment,public value statement|benefit analysis|impact tracking,NSW MEP Principle 1,2026-04-20,stub,Verify against current NSW policy revision,shared
NSW_MEP_2022,NSW Mandatory Ethical Principles for the Use of AI,NSW Government Department of Customer Service,AU-NSW,state,AU,2022-07-01,true,https://www.digital.nsw.gov.au/policy/artificial-intelligence/mandatory-ethical-principles-for-the-use-of-ai-in-nsw-government,NSW_MEP.FAIRNESS,Fairness in AI-informed decisions,NSW Gov AI must not create or amplify unfair bias; fairness testing is required before deployment.,Fairness,impact_assessment,fairness testing evidence|demographic parity metrics|bias remediation log,NSW MEP Principle 2,2026-04-20,stub,,shared
NSW_MEP_2022,NSW Mandatory Ethical Principles for the Use of AI,NSW Government Department of Customer Service,AU-NSW,state,AU,2022-07-01,true,https://www.digital.nsw.gov.au/policy/artificial-intelligence/mandatory-ethical-principles-for-the-use-of-ai-in-nsw-government,NSW_MEP.PRIVACY_SECURITY,Privacy and security,NSW Gov AI must safeguard privacy and security — including alignment with NSW Privacy and Personal Information Protection Act 1998.,Privacy,risk_management,PIA completed|security controls per AI system|PIPP Act alignment,NSW MEP Principle 3,2026-04-20,stub,,shared
NSW_MEP_2022,NSW Mandatory Ethical Principles for the Use of AI,NSW Government Department of Customer Service,AU-NSW,state,AU,2022-07-01,true,https://www.digital.nsw.gov.au/policy/artificial-intelligence/mandatory-ethical-principles-for-the-use-of-ai-in-nsw-government,NSW_MEP.TRANSPARENCY,Transparency and contestability,Citizens must be informed when AI affects their interaction with NSW Gov and have mechanisms to contest AI-influenced decisions.,Transparency,redress,AI disclosure to citizens|appeals process|review mechanism records,NSW MEP Principle 4,2026-04-20,stub,,shared
NSW_MEP_2022,NSW Mandatory Ethical Principles for the Use of AI,NSW Government Department of Customer Service,AU-NSW,state,AU,2022-07-01,true,https://www.digital.nsw.gov.au/policy/artificial-intelligence/mandatory-ethical-principles-for-the-use-of-ai-in-nsw-government,NSW_MEP.ACCOUNTABILITY,Accountability,Clear accountability for AI-influenced decisions — agency leaders are responsible for AI system outcomes.,Accountability,accountability,accountable officer assignment|decision-responsibility register,NSW MEP Principle 5,2026-04-20,stub,,shared
NSW_MEP_2022,NSW Mandatory Ethical Principles for the Use of AI,NSW Government Department of Customer Service,AU-NSW,state,AU,2022-07-01,true,https://www.digital.nsw.gov.au/policy/artificial-intelligence/mandatory-ethical-principles-for-the-use-of-ai-in-nsw-government,NSW_MEP.HUMAN_OVERSIGHT,Human oversight of consequential decisions,AI-influenced decisions with significant impact must have meaningful human oversight — the human must be empowered to override.,Oversight,human_oversight,human oversight procedures|override-log records|training for oversight staff,NSW MEP Principle 6,2026-04-20,stub,,shared
QLD_AI_GOV_2024,Queensland AI Governance Policy,Queensland Government CIO,AU-QLD,state,AU,2024-04-01,true,https://www.forgov.qld.gov.au/information-and-communication-technology,QLD_AI.SAFE_RESPONSIBLE,Safe and responsible AI use,QLD Government agencies must ensure AI use is safe responsible ethical and aligns with Queensland values.,Responsible use,accountability,responsible-use policy|ethical review records,QLD AI Governance Policy — Principle 1,2026-04-20,stub,URL + specific control text to verify,shared
QLD_AI_GOV_2024,Queensland AI Governance Policy,Queensland Government CIO,AU-QLD,state,AU,2024-04-01,true,https://www.forgov.qld.gov.au/information-and-communication-technology,QLD_AI.RISK_ASSESSMENT,Risk assessment before AI use,Agencies must assess risk before implementing AI systems — including bias privacy and security risks.,Risk,risk_management,pre-deployment risk assessment|risk register,QLD AI Governance Policy — Principle 2,2026-04-20,stub,,shared
QLD_AI_GOV_2024,Queensland AI Governance Policy,Queensland Government CIO,AU-QLD,state,AU,2024-04-01,true,https://www.forgov.qld.gov.au/information-and-communication-technology,QLD_AI.TRANSPARENCY,Transparency with the public,The public must be informed about AI use in QLD Gov service delivery — decision-affecting AI requires disclosure.,Transparency,transparency,public disclosure records|AI-use register publicly accessible,QLD AI Governance Policy — Principle 3,2026-04-20,stub,,shared
QLD_AI_GOV_2024,Queensland AI Governance Policy,Queensland Government CIO,AU-QLD,state,AU,2024-04-01,true,https://www.forgov.qld.gov.au/information-and-communication-technology,QLD_AI.HUMAN_OVERSIGHT,Human oversight retained,Human decision-makers remain accountable for outcomes — AI is advisory in consequential QLD Gov decisions.,Human oversight,human_oversight,human-oversight procedures per use case|override log,QLD AI Governance Policy — Principle 4,2026-04-20,stub,,shared
QLD_AI_GOV_2024,Queensland AI Governance Policy,Queensland Government CIO,AU-QLD,state,AU,2024-04-01,true,https://www.forgov.qld.gov.au/information-and-communication-technology,QLD_AI.PRIVACY,Privacy by design,QLD AI systems must incorporate privacy-by-design aligned with the Queensland Information Privacy Act 2009.,Privacy,data_governance,privacy-by-design assessment|IP Act 2009 alignment,QLD AI Governance Policy — Principle 5,2026-04-20,stub,,shared
VIC_AI_2024,Victorian AI Responsible Use Guidelines,Victorian Government Department of Government Services,AU-VIC,state,AU,2024-07-01,true,https://www.vic.gov.au/responsible-use-ai,VIC_AI.RESPONSIBLE_USE,Responsible use of AI,Victorian public sector entities must use AI responsibly aligned with Vic Public Sector Values.,Responsible use,accountability,responsible-use policy|Vic Public Sector Values alignment,Vic AI Guidelines — responsible use,2026-04-20,stub,Verify URL + principle titles against current Vic policy,shared
VIC_AI_2024,Victorian AI Responsible Use Guidelines,Victorian Government Department of Government Services,AU-VIC,state,AU,2024-07-01,true,https://www.vic.gov.au/responsible-use-ai,VIC_AI.HUMAN_CENTRED,Human-centred AI,Vic Gov AI must be designed and used in a human-centred way — keeping staff and citizens at the centre.,Design,impact_assessment,human-centred design documentation|user research records,Vic AI Guidelines — human-centred,2026-04-20,stub,,shared
VIC_AI_2024,Victorian AI Responsible Use Guidelines,Victorian Government Department of Government Services,AU-VIC,state,AU,2024-07-01,true,https://www.vic.gov.au/responsible-use-ai,VIC_AI.PRIVACY_SECURITY,Privacy and security,Vic Gov AI must comply with the Privacy and Data Protection Act 2014 (Vic) and Victorian Protective Data Security Standards.,Privacy,risk_management,PDPA 2014 compliance evidence|VPDSS alignment records,Vic AI Guidelines — privacy & security,2026-04-20,stub,,shared
VIC_AI_2024,Victorian AI Responsible Use Guidelines,Victorian Government Department of Government Services,AU-VIC,state,AU,2024-07-01,true,https://www.vic.gov.au/responsible-use-ai,VIC_AI.TRANSPARENCY,Transparency,Vic Gov AI use and its limits must be communicated to affected citizens.,Transparency,transparency,public AI-use register|disclosure records,Vic AI Guidelines — transparency,2026-04-20,stub,,shared
VIC_AI_2024,Victorian AI Responsible Use Guidelines,Victorian Government Department of Government Services,AU-VIC,state,AU,2024-07-01,true,https://www.vic.gov.au/responsible-use-ai,VIC_AI.ACCOUNTABILITY,Accountability,Clear accountability lines for Vic Gov AI — including a named responsible officer per AI use case.,Accountability,accountability,responsible officer assignments|audit trail of AI decisions,Vic AI Guidelines — accountability,2026-04-20,stub,,shared
TGA_AI_SAMD,TGA Software as a Medical Device (SaMD) + AI guidance,Therapeutic Goods Administration,AU,national,AU,2021-02-25,true,https://www.tga.gov.au/how-we-regulate/manufacturing/manufacture-medical-device/software-based-medical-devices,TGA_SAMD.CLASSIFICATION,SaMD classification,Software intended for medical purposes — including AI-based diagnostic or treatment-assist tools — must be classified under the TG (Medical Devices) Regulations 2002 Class I/IIa/IIb/III.,Classification,risk_management,SaMD classification record|intended purpose statement|rule application analysis,TG (Medical Devices) Regulations 2002 Rule 9/9.1,2026-04-20,stub,SaMD rule 9.1 added Feb 2021 specifically for decision-support software,healthcare
TGA_AI_SAMD,TGA Software as a Medical Device (SaMD) + AI guidance,Therapeutic Goods Administration,AU,national,AU,2021-02-25,true,https://www.tga.gov.au/how-we-regulate/manufacturing/manufacture-medical-device/software-based-medical-devices,TGA_SAMD.ARTG,Inclusion in ARTG before supply,SaMD (including AI-based) must be included in the Australian Register of Therapeutic Goods before supply in Australia — conformity assessment evidence required.,Registration,accountability,ARTG inclusion evidence|conformity assessment certificate|sponsor documentation,Therapeutic Goods Act 1989 s25,2026-04-20,stub,,healthcare
TGA_AI_SAMD,TGA Software as a Medical Device (SaMD) + AI guidance,Therapeutic Goods Administration,AU,national,AU,2021-02-25,true,https://www.tga.gov.au/how-we-regulate/manufacturing/manufacture-medical-device/software-based-medical-devices,TGA_SAMD.ESSENTIAL_PRINCIPLES,Compliance with Essential Principles,SaMD must comply with the 15 Essential Principles including clinical evaluation risk management cybersecurity and post-market surveillance.,Essential Principles,testing_monitoring,clinical evaluation report|risk management file per ISO 14971|cybersecurity assessment,TG (Medical Devices) Regulations 2002 Schedule 1,2026-04-20,stub,,healthcare
TGA_AI_SAMD,TGA Software as a Medical Device (SaMD) + AI guidance,Therapeutic Goods Administration,AU,national,AU,2021-02-25,true,https://www.tga.gov.au/how-we-regulate/manufacturing/manufacture-medical-device/software-based-medical-devices,TGA_SAMD.POST_MARKET,Post-market surveillance and change management,Sponsors must monitor SaMD performance post-market report adverse events and manage software changes — AI model updates may trigger new conformity assessment.,Post-market,testing_monitoring,post-market surveillance plan|adverse-event reports|change-management records,Therapeutic Goods Act 1989 post-market obligations,2026-04-20,stub,Critical for continuously-learning AI models,healthcare
TGA_AI_SAMD,TGA Software as a Medical Device (SaMD) + AI guidance,Therapeutic Goods Administration,AU,national,AU,2021-02-25,true,https://www.tga.gov.au/how-we-regulate/manufacturing/manufacture-medical-device/software-based-medical-devices,TGA_SAMD.ADVERSE_EVENT,Adverse event reporting,Adverse events involving SaMD (including AI-caused misdiagnosis or treatment errors) must be reported to TGA within regulated timeframes.,Reporting,recordkeeping,adverse event register|TGA notification records|timeline compliance evidence,Therapeutic Goods Act 1989 adverse event reporting,2026-04-20,stub,,healthcare
TGA_AI_SAMD,TGA Software as a Medical Device (SaMD) + AI guidance,Therapeutic Goods Administration,AU,national,AU,2021-02-25,true,https://www.tga.gov.au/how-we-regulate/manufacturing/manufacture-medical-device/software-based-medical-devices,TGA_SAMD.CYBERSECURITY,Cybersecurity of SaMD,Sponsors must manage SaMD cybersecurity aligned with TGA cybersecurity guidance and IEC 81001-5-1.,Cybersecurity,risk_management,cybersecurity risk assessment|IEC 81001-5-1 alignment|security patch management,TGA cybersecurity guidance for SaMD,2026-04-20,stub,,healthcare
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI01,Agent Goal Hijack,Attackers alter agent objectives through malicious text exploiting the inability to reliably separate instructions from data.,Agentic threat,testing_monitoring,prompt injection filtering|untrusted-natural-language policy|tool privilege limits|human approval for sensitive actions,OWASP Agentic Top 10 §ASI01,2026-04-20,complete,Indirect prompt injection via documents / calendar / RAG content — principle: Least Agency,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI02,Tool Misuse and Exploitation,Agents misuse legitimate tools due to ambiguous prompts or manipulation leading to data loss or exfiltration.,Agentic threat,risk_management,strict permission scoping|sandboxed execution|argument validation|tool invocation policy controls,OWASP Agentic Top 10 §ASI02,2026-04-20,complete,Over-privileged tools / poisoned tool descriptors / unvalidated shell commands,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI03,Identity and Privilege Abuse,High-privilege credentials and tokens inherited by agents are unintentionally reused escalated or passed across agents.,Agentic threat,accountability,short-lived credentials|task-scoped permissions|policy-enforced authorization|isolated agent identities,OWASP Agentic Top 10 §ASI03,2026-04-20,complete,Cached SSH keys / cross-agent delegation / confused-deputy scenarios,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI04,Agentic Supply Chain Vulnerabilities,Compromised tools plugins templates or external MCP servers fetched at runtime alter agent behavior or expose data.,Agentic threat,third_party_supply_chain,signed manifests|curated registries|dependency pinning|sandboxing|kill switches,OWASP Agentic Top 10 §ASI04,2026-04-20,complete,Malicious MCP servers / poisoned prompt templates / vulnerable third-party agents,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI05,Unexpected Code Execution,Agents generate or execute code or commands unsafely including shells scripts and deserialization.,Agentic threat,risk_management,treat generated code as untrusted|remove direct evaluation|hardened sandboxes|require preview before execution,OWASP Agentic Top 10 §ASI05,2026-04-20,complete,Generated patches run directly / prompt injection → shell / unsafe deserialization,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI06,Memory and Context Poisoning,Attackers poison memory systems embeddings RAG databases and summaries to influence future agent decisions.,Agentic threat,data_governance,memory segmentation|input filtering|provenance tracking|expiry of suspicious entries,OWASP Agentic Top 10 §ASI06,2026-04-20,complete,RAG poisoning / cross-tenant context leakage / long-term drift from adversarial content,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI07,Insecure Inter-Agent Communication,Multi-agent message exchanges lack authentication encryption or semantic validation enabling instruction injection.,Agentic threat,risk_management,mutual TLS|signed payloads|anti-replay protections|authenticated discovery mechanisms,OWASP Agentic Top 10 §ASI07,2026-04-20,complete,Spoofed agent identities / replayed delegation / tampering on unprotected channels,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI08,Cascading Failures,Errors in one agent propagate across planning execution memory and downstream systems compounding rapidly.,Agentic threat,risk_management,isolation boundaries|rate limits|circuit breakers|pre-deployment multi-step plan testing,OWASP Agentic Top 10 §ASI08,2026-04-20,complete,Hallucinating planner issuing destructive tasks / poisoned state propagated through deployment agents,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI09,Human-Agent Trust Exploitation,Users over-trust agent recommendations allowing attackers or misaligned agents to influence decisions or extract information.,Agentic threat,human_oversight,forced confirmation for sensitive actions|immutable logs|risk indicators shown to user|avoid persuasive language in outputs,OWASP Agentic Top 10 §ASI09,2026-04-20,complete,Subtle backdoors in coding assistants / fraudulent transfer approvals / credential extraction by support agents,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI10,Rogue Agents,Compromised or misaligned agents act harmfully while appearing legitimate persisting across sessions.,Agentic threat,testing_monitoring,strict governance|sandboxing|behavioural monitoring|kill switches,OWASP Agentic Top 10 §ASI10,2026-04-20,complete,Continuous data exfiltration post-injection / silent approval of unsafe actions / deletion of backups,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI01.1,Treat natural-language inputs as untrusted,Route user text uploaded documents and retrieved content through the same input-validation and prompt-injection safeguards defined in LLM01:2025 before they can influence goal selection planning or tool calls.,Agentic mitigation,testing_monitoring,input validation pipeline|prompt-injection detection logs,OWASP Agentic Top 10 §ASI01 — Prevention #1,2026-04-20,complete,Applies to user-provided text uploaded documents and retrieved content,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI01.2,Minimize impact via least privilege and human approval,Enforce least privilege for agent tools and require human approval for high-impact or goal-changing actions to contain any successful hijack.,Agentic mitigation,testing_monitoring,tool permission matrix|human approval audit trail,OWASP Agentic Top 10 §ASI01 — Prevention #2,2026-04-20,complete,From OWASP Top 10 for Agentic Applications 2026 PDF §ASI01 Prevention and Mitigation Guidelines,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI01.3,Define and lock agent system prompts,Make goal priorities and permitted actions explicit and auditable; changes to goals or reward definitions must go through configuration management and human approval.,Agentic mitigation,testing_monitoring,versioned system prompt repo|change-management tickets,OWASP Agentic Top 10 §ASI01 — Prevention #3,2026-04-20,complete,From OWASP Top 10 for Agentic Applications 2026 PDF §ASI01 Prevention and Mitigation Guidelines,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI01.4,Validate user intent and agent intent at run time,Require confirmation via human approval policy engine or platform guardrails whenever the agent proposes actions that deviate from the original task or scope.,Agentic mitigation,testing_monitoring,intent validation logs|deviation event records,OWASP Agentic Top 10 §ASI01 — Prevention #4,2026-04-20,complete,From OWASP Top 10 for Agentic Applications 2026 PDF §ASI01 Prevention and Mitigation Guidelines,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI01.5,Evaluate intent capsule pattern,Bind the declared goal constraints and context to each execution cycle in a signed envelope restricting run-time use.,Agentic mitigation,testing_monitoring,signed intent envelopes,OWASP Agentic Top 10 §ASI01 — Prevention #5,2026-04-20,complete,Emerging pattern — evaluate for adoption,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI01.6,Sanitize and validate connected data sources,Apply content/data-rule filtering to RAG inputs emails calendar invites uploaded files external APIs browsing output and peer-agent messages using CDR prompt-carrier detection and content filtering before they can influence agent goals or actions.,Agentic mitigation,testing_monitoring,CDR logs|content filter rules,OWASP Agentic Top 10 §ASI01 — Prevention #6,2026-04-20,complete,From OWASP Top 10 for Agentic Applications 2026 PDF §ASI01 Prevention and Mitigation Guidelines,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI01.7,Comprehensive logging and continuous monitoring,Establish a behavioral baseline including goal state tool-use patterns and invariant properties; track a stable identifier for the active goal and alert on any deviations such as unexpected goal changes anomalous tool sequences or shifts from baseline.,Agentic mitigation,testing_monitoring,agent behavior baseline|anomaly alert records,OWASP Agentic Top 10 §ASI01 — Prevention #7,2026-04-20,complete,From OWASP Top 10 for Agentic Applications 2026 PDF §ASI01 Prevention and Mitigation Guidelines,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI01.8,Periodic red-team tests simulating goal override,Run red-team exercises that simulate goal override and verify rollback effectiveness.,Agentic mitigation,testing_monitoring,red-team reports|rollback verification records,OWASP Agentic Top 10 §ASI01 — Prevention #8,2026-04-20,complete,From OWASP Top 10 for Agentic Applications 2026 PDF §ASI01 Prevention and Mitigation Guidelines,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI01.9,Incorporate AI Agents into Insider Threat Program,Monitor insider prompts intended to access sensitive data or alter agent behavior and allow investigation of outlier activity.,Agentic mitigation,testing_monitoring,insider-threat investigation records,OWASP Agentic Top 10 §ASI01 — Prevention #9,2026-04-20,complete,From OWASP Top 10 for Agentic Applications 2026 PDF §ASI01 Prevention and Mitigation Guidelines,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI02.1,Least Agency and Least Privilege for Tools,Define per-tool least-privilege profiles (scopes maximum rate and egress allowlists); express these profiles as IAM or authorization policy stanzas attached to each tool rather than ad-hoc conventions.,Agentic mitigation,risk_management,per-tool IAM policy stanzas|scope definitions,OWASP Agentic Top 10 §ASI02 — Prevention #1,2026-04-20,complete,From OWASP Top 10 for Agentic Applications 2026 PDF §ASI02 Prevention and Mitigation Guidelines,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI02.2,Action-Level Authentication and Approval,Require explicit authentication for each tool invocation and human confirmation for high-impact or destructive actions; present a dry-run plan or diff preview before final approval.,Agentic mitigation,risk_management,per-action auth logs|dry-run previews,OWASP Agentic Top 10 §ASI02 — Prevention #2,2026-04-20,complete,From OWASP Top 10 for Agentic Applications 2026 PDF §ASI02 Prevention and Mitigation Guidelines,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI02.3,Execution Sandboxes and Egress Controls,Run tool or code execution in isolated sandboxes; enforce outbound allowlists and deny all non-approved network destinations.,Agentic mitigation,risk_management,sandbox configuration|egress allowlist,OWASP Agentic Top 10 §ASI02 — Prevention #3,2026-04-20,complete,From OWASP Top 10 for Agentic Applications 2026 PDF §ASI02 Prevention and Mitigation Guidelines,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI02.4,Policy Enforcement Middleware (Intent Gate),Treat LLM or planner outputs as untrusted; a pre-execution Policy Enforcement Point validates intent and arguments enforces schemas and rate limits issues short-lived credentials and revokes or audits on drift.,Agentic mitigation,risk_management,PEP/PDP decision logs|schema validation records,OWASP Agentic Top 10 §ASI02 — Prevention #4,2026-04-20,complete,From OWASP Top 10 for Agentic Applications 2026 PDF §ASI02 Prevention and Mitigation Guidelines,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI02.5,Adaptive Tool Budgeting,Apply usage ceilings (cost rate or token budgets) with automatic revocation or throttling when exceeded.,Agentic mitigation,risk_management,budget/quota enforcement logs,OWASP Agentic Top 10 §ASI02 — Prevention #5,2026-04-20,complete,From OWASP Top 10 for Agentic Applications 2026 PDF §ASI02 Prevention and Mitigation Guidelines,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI02.6,Just-in-Time and Ephemeral Access,Grant temporary credentials or API tokens that expire immediately after use; bind keys to specific user sessions to prevent lateral abuse.,Agentic mitigation,risk_management,short-lived credential issuance logs,OWASP Agentic Top 10 §ASI02 — Prevention #6,2026-04-20,complete,From OWASP Top 10 for Agentic Applications 2026 PDF §ASI02 Prevention and Mitigation Guidelines,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI02.7,Semantic and Identity Validation (Semantic Firewalls),Enforce fully qualified tool names and version pins to avoid alias collisions or typo-squatted tools; validate the intended semantics of tool calls rather than relying on syntax alone; fail closed on ambiguity.,Agentic mitigation,risk_management,semantic validation rules|tool version pin manifest,OWASP Agentic Top 10 §ASI02 — Prevention #7,2026-04-20,complete,From OWASP Top 10 for Agentic Applications 2026 PDF §ASI02 Prevention and Mitigation Guidelines,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI02.8,"Logging, Monitoring, and Drift Detection",Maintain immutable logs of all tool invocations and parameter changes; continuously monitor for anomalous execution rates unusual tool-chaining patterns and policy violations.,Agentic mitigation,risk_management,immutable tool-invocation log|drift detection alerts,OWASP Agentic Top 10 §ASI02 — Prevention #8,2026-04-20,complete,From OWASP Top 10 for Agentic Applications 2026 PDF §ASI02 Prevention and Mitigation Guidelines,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI03.1,Enforce Task-Scoped Time-Bound Permissions,Issue short-lived narrowly scoped tokens per task using per-agent identities and short-lived credentials (mTLS certificates or scoped tokens) to limit blast radius and mitigate un-scoped inheritance.,Agentic mitigation,accountability,per-task scoped tokens|mTLS cert issuance,OWASP Agentic Top 10 §ASI03 — Prevention #1,2026-04-20,complete,From OWASP Top 10 for Agentic Applications 2026 PDF §ASI03 Prevention and Mitigation Guidelines,shared
OWASP_AGENTIC_2026,OWASP Top 10 for Agentic Applications 2026,OWASP Gen AI Security Project,INT,INT,international,2026-01-01,false,https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/,ASI03.2,Isolate Agent Identities and Contexts,Run per-session sandboxes with separated permissions and memory wiping state between tasks to prevent Memory-Based Escalation and reduce Cross-Repository Data Exfiltration.,Agentic mitigation,accountability,per-session sandbox config|memory-wipe audit records,OWASP Agentic Top 10 §ASI03 — Prevention #2,2026-04-20,complete,From OWASP Top 10 for Agentic Applications 2026 PDF §ASI03 Prevention and Mitigation Guidelines,shared
